,seqno,send.timestamp,receive.timestamp,gtp.out.timestamp,gtp.out.length,gtp.out.sn,sdap.sdu.timestamp,sdap.sdu.length,pdcp.decoded.timestamp,pdcp.decoded.length,rlc.reassembled.0.rlc.reassembled.MRbuf,rlc.reassembled.0.rlc.reassembled.timestamp,rlc.reassembled.0.rlc.reassembled.length,rlc.reassembled.0.rlc.decoded.lcid,rlc.reassembled.0.rlc.decoded.hqpid,rlc.reassembled.0.rlc.decoded.frame,rlc.reassembled.0.rlc.decoded.slot,rlc.reassembled.0.rlc.decoded.timestamp,rlc.reassembled.0.rlc.decoded.length,rlc.reassembled.0.mac.demuxed.frame,rlc.reassembled.0.mac.demuxed.slot,rlc.reassembled.0.mac.demuxed.ldpciter,rlc.reassembled.0.mac.demuxed.mcs,rlc.reassembled.0.mac.demuxed.hqpid,rlc.reassembled.0.mac.demuxed.hqround,rlc.reassembled.0.mac.demuxed.timestamp,rlc.reassembled.0.mac.demuxed.length,rlc.reassembled.0.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.1.rlc.reassembled.MRbuf,rlc.reassembled.1.rlc.reassembled.timestamp,rlc.reassembled.1.rlc.reassembled.length,rlc.reassembled.1.rlc.decoded.lcid,rlc.reassembled.1.rlc.decoded.hqpid,rlc.reassembled.1.rlc.decoded.frame,rlc.reassembled.1.rlc.decoded.slot,rlc.reassembled.1.rlc.decoded.timestamp,rlc.reassembled.1.rlc.decoded.length,rlc.reassembled.1.mac.demuxed.frame,rlc.reassembled.1.mac.demuxed.slot,rlc.reassembled.1.mac.demuxed.ldpciter,rlc.reassembled.1.mac.demuxed.mcs,rlc.reassembled.1.mac.demuxed.hqpid,rlc.reassembled.1.mac.demuxed.hqround,rlc.reassembled.1.mac.demuxed.timestamp,rlc.reassembled.1.mac.demuxed.length,rlc.reassembled.1.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.2.rlc.reassembled.MRbuf,rlc.reassembled.2.rlc.reassembled.timestamp,rlc.reassembled.2.rlc.reassembled.length,rlc.reassembled.2.rlc.decoded.lcid,rlc.reassembled.2.rlc.decoded.hqpid,rlc.reassembled.2.rlc.decoded.frame,rlc.reassembled.2.rlc.decoded.slot,rlc.reassembled.2.rlc.decoded.timestamp,rlc.reassembled.2.rlc.decoded.length,rlc.reassembled.2.mac.demuxed.frame,rlc.reassembled.2.mac.demuxed.slot,rlc.reassembled.2.mac.demuxed.ldpciter,rlc.reassembled.2.mac.demuxed.mcs,rlc.reassembled.2.mac.demuxed.hqpid,rlc.reassembled.2.mac.demuxed.hqround,rlc.reassembled.2.mac.demuxed.timestamp,rlc.reassembled.2.mac.demuxed.length,rlc.reassembled.2.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.2.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.3.rlc.reassembled.MRbuf,rlc.reassembled.3.rlc.reassembled.timestamp,rlc.reassembled.3.rlc.reassembled.length,rlc.reassembled.3.rlc.decoded.lcid,rlc.reassembled.3.rlc.decoded.hqpid,rlc.reassembled.3.rlc.decoded.frame,rlc.reassembled.3.rlc.decoded.slot,rlc.reassembled.3.rlc.decoded.timestamp,rlc.reassembled.3.rlc.decoded.length,rlc.reassembled.3.mac.demuxed.frame,rlc.reassembled.3.mac.demuxed.slot,rlc.reassembled.3.mac.demuxed.ldpciter,rlc.reassembled.3.mac.demuxed.mcs,rlc.reassembled.3.mac.demuxed.hqpid,rlc.reassembled.3.mac.demuxed.hqround,rlc.reassembled.3.mac.demuxed.timestamp,rlc.reassembled.3.mac.demuxed.length,rlc.reassembled.3.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.3.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqround
31,30,1722015961.0723538,1722015961.0915058,1722015961.091452,128,31,1722015961.091449,128,1722015961.091443,131,1931185666,1722015961.091443,95,4,12,64,17,1722015961.091442,100,64,17,4,15,12,0,1722015961.091441,110,1722015961.091356,64,17,12,0,1931185666,1722015961.086414,36,4,12,64,17,1722015961.091442,100,64,17,4,15,12,0,1722015961.091441,110,1722015961.091356,64,17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,31,1722015961.092495,1722015961.1115048,1722015961.111443,128,32,1722015961.111438,128,1722015961.111428,131,1931185666,1722015961.111428,95,4,14,66,17,1722015961.111427,100,66,17,4,15,14,0,1722015961.111425,110,1722015961.111328,66,17,14,0,1931185666,1722015961.106394,36,4,14,66,17,1722015961.111427,100,66,17,4,15,14,0,1722015961.111425,110,1722015961.111328,66,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,32,1722015961.112631,1722015961.2316906,1722015961.231571,128,33,1722015961.231565,128,1722015961.231554,131,1931185729,1722015961.23156,56,4,2,78,17,1722015961.231559,61,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,1931185666,1722015961.231553,56,4,2,78,17,1722015961.231553,61,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,1931185666,1722015961.221385,36,4,2,78,17,1722015961.231553,61,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,1722015961.226337,78,7,2,0,1722015961.226337,78,7,2,0,1722015961.226337,78,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,32,1722015961.112631,1722015961.2316906,1722015961.231574,128,34,1722015961.231573,128,1722015961.231562,131,1931185792,1722015961.23156,131,4,2,78,17,1722015961.23156,134,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015961.226337,78,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,32,1722015961.112631,1722015961.2316906,1722015961.231575,128,35,1722015961.231574,128,1722015961.231563,131,1931185928,1722015961.231562,131,4,2,78,17,1722015961.231562,134,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015961.226337,78,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,32,1722015961.112631,1722015961.2316906,1722015961.231576,128,36,1722015961.231575,128,1722015961.231563,131,1931186064,1722015961.231563,131,4,2,78,17,1722015961.231563,134,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015961.226337,78,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,32,1722015961.112631,1722015961.2316906,1722015961.231578,128,37,1722015961.231576,128,1722015961.231564,131,1931186200,1722015961.231564,131,4,2,78,17,1722015961.231564,134,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015961.226337,78,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,32,1722015961.112631,1722015961.2316906,1722015961.23158,128,38,1722015961.231579,128,1722015961.231565,131,1931186336,1722015961.231565,131,4,2,78,17,1722015961.231565,134,78,17,4,16,2,1,1722015961.231551,572,1722015961.23137,78,17,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722015961.226337,78,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,38,1722015961.232444,1722015961.251495,1722015961.25145,128,39,1722015961.251447,128,1722015961.25144,131,1931185666,1722015961.25144,95,4,4,80,17,1722015961.25144,100,80,17,4,16,4,0,1722015961.251438,121,1722015961.251342,80,17,4,0,1931185666,1722015961.246416,36,4,4,80,17,1722015961.25144,100,80,17,4,16,4,0,1722015961.251438,121,1722015961.251342,80,17,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,39,1722015961.2525756,1722015961.271485,1722015961.271434,128,40,1722015961.271431,128,1722015961.271425,131,1931185666,1722015961.271425,95,4,6,82,17,1722015961.271425,100,82,17,4,16,6,0,1722015961.271424,121,1722015961.271318,82,17,6,0,1931185666,1722015961.266382,36,4,6,82,17,1722015961.271425,100,82,17,4,16,6,0,1722015961.271424,121,1722015961.271318,82,17,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,40,1722015961.271653,1722015961.2865026,1722015961.286463,128,41,1722015961.28646,128,1722015961.286454,131,1931185666,1722015961.286454,95,4,7,84,7,1722015961.286454,100,84,7,4,16,7,0,1722015961.286453,121,1722015961.286342,84,7,7,0,1931185666,1722015961.281401,36,4,7,84,7,1722015961.286454,100,84,7,4,16,7,0,1722015961.286453,121,1722015961.286342,84,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,41,1722015961.2917297,1722015961.306458,1722015961.306411,128,42,1722015961.306407,128,1722015961.306401,131,1931185666,1722015961.306401,95,4,10,86,7,1722015961.306401,100,86,7,6,16,10,0,1722015961.3064,121,1722015961.306304,86,7,10,0,1931185666,1722015961.301397,36,4,10,86,7,1722015961.306401,100,86,7,6,16,10,0,1722015961.3064,121,1722015961.306304,86,7,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,42,1722015961.3118656,1722015961.3265145,1722015961.326478,128,43,1722015961.326475,128,1722015961.32647,131,1931185666,1722015961.326469,95,4,12,88,7,1722015961.326469,100,88,7,7,17,12,0,1722015961.326468,132,1722015961.326372,88,7,12,0,1931185666,1722015961.321429,36,4,12,88,7,1722015961.326469,100,88,7,7,17,12,0,1722015961.326468,132,1722015961.326372,88,7,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,43,1722015961.3319974,1722015961.3464956,1722015961.346449,128,44,1722015961.346446,128,1722015961.346441,131,1931185666,1722015961.34644,95,4,14,90,7,1722015961.34644,100,90,7,7,17,14,0,1722015961.346439,132,1722015961.346335,90,7,14,0,1931185666,1722015961.341408,36,4,14,90,7,1722015961.34644,100,90,7,7,17,14,0,1722015961.346439,132,1722015961.346335,90,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,44,1722015961.352127,1722015961.366491,1722015961.366446,128,45,1722015961.366442,128,1722015961.366435,131,1931185666,1722015961.366434,95,4,0,92,7,1722015961.366434,100,92,7,6,17,0,0,1722015961.366433,132,1722015961.36634,92,7,0,0,1931185666,1722015961.361398,36,4,0,92,7,1722015961.366434,100,92,7,6,17,0,0,1722015961.366433,132,1722015961.36634,92,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,45,1722015961.3722649,1722015961.3915582,1722015961.391502,128,46,1722015961.391497,128,1722015961.391489,131,1931185666,1722015961.391489,95,4,2,94,17,1722015961.391488,100,94,17,3,17,2,1,1722015961.391486,132,1722015961.39137,94,17,2,1,1931185666,1722015961.381423,36,4,2,94,17,1722015961.391488,100,94,17,3,17,2,1,1722015961.391486,132,1722015961.39137,94,17,2,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.386305,94,7,2,0,1722015961.386305,94,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,46,1722015961.3923984,1722015961.416604,1722015961.416526,128,47,1722015961.416521,128,1722015961.416508,131,1931185666,1722015961.416507,95,4,4,97,7,1722015961.416506,100,97,7,3,17,4,1,1722015961.416504,132,1722015961.416398,97,7,4,1,1931185666,1722015961.406477,36,4,4,97,7,1722015961.416506,100,97,7,3,17,4,1,1722015961.416504,132,1722015961.416398,97,7,4,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.411336,96,17,4,0,1722015961.411336,96,17,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,47,1722015961.4125373,1722015961.4315412,1722015961.431453,128,48,1722015961.431449,128,1722015961.43144,131,1931185666,1722015961.43144,95,4,6,98,17,1722015961.431439,100,98,17,4,18,6,0,1722015961.431438,121,1722015961.431331,98,17,6,0,1931185666,1722015961.426674,36,4,6,98,17,1722015961.431439,100,98,17,4,18,6,0,1722015961.431438,121,1722015961.431331,98,17,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,48,1722015961.4326792,1722015961.451461,1722015961.451406,128,49,1722015961.451403,128,1722015961.451396,131,1931185666,1722015961.451396,95,4,7,100,17,1722015961.451396,100,100,17,3,18,7,0,1722015961.451395,121,1722015961.451319,100,17,7,0,1931185666,1722015961.446411,36,4,7,100,17,1722015961.451396,100,100,17,3,18,7,0,1722015961.451395,121,1722015961.451319,100,17,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,49,1722015961.4519327,1722015961.466457,1722015961.46642,128,50,1722015961.466417,128,1722015961.466412,131,1931185666,1722015961.466411,95,4,10,102,7,1722015961.466411,100,102,7,4,18,10,0,1722015961.46641,121,1722015961.46631,102,7,10,0,1931185666,1722015961.461423,36,4,10,102,7,1722015961.466411,100,102,7,4,18,10,0,1722015961.46641,121,1722015961.46631,102,7,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,50,1722015961.4720707,1722015961.4865553,1722015961.486506,128,51,1722015961.486502,128,1722015961.486495,131,1931185666,1722015961.486495,95,4,12,104,7,1722015961.486495,100,104,7,7,18,12,0,1722015961.486494,121,1722015961.486382,104,7,12,0,1931185666,1722015961.481369,36,4,12,104,7,1722015961.486495,100,104,7,7,18,12,0,1722015961.486494,121,1722015961.486382,104,7,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,51,1722015961.492209,1722015961.5064795,1722015961.506442,128,52,1722015961.50644,128,1722015961.506434,131,1931185666,1722015961.506434,95,4,14,106,7,1722015961.506434,100,106,7,4,18,14,0,1722015961.506433,121,1722015961.506349,106,7,14,0,1931185666,1722015961.501443,36,4,14,106,7,1722015961.506434,100,106,7,4,18,14,0,1722015961.506433,121,1722015961.506349,106,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,52,1722015961.512342,1722015961.536528,1722015961.536482,128,53,1722015961.536478,128,1722015961.536471,131,1931185666,1722015961.536471,95,4,0,109,7,1722015961.53647,100,109,7,3,19,0,1,1722015961.53647,121,1722015961.536357,109,7,0,1,1931185666,1722015961.526417,36,4,0,109,7,1722015961.53647,100,109,7,3,19,0,1,1722015961.53647,121,1722015961.536357,109,7,0,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.531324,108,17,0,0,1722015961.531324,108,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,53,1722015961.5324762,1722015961.5565157,1722015961.55646,128,54,1722015961.556455,128,1722015961.556448,131,1931185666,1722015961.556448,95,4,2,111,7,1722015961.556447,100,111,7,3,19,2,1,1722015961.556446,121,1722015961.55635,111,7,2,1,1931185666,1722015961.546385,36,4,2,111,7,1722015961.556447,100,111,7,3,19,2,1,1722015961.556446,121,1722015961.55635,111,7,2,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.55131,110,17,2,0,1722015961.55131,110,17,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,54,1722015961.5526125,1722015961.5765345,1722015961.576495,128,55,1722015961.576493,128,1722015961.576487,131,1931185666,1722015961.576487,95,4,4,113,7,1722015961.576486,100,113,7,3,19,4,1,1722015961.576486,121,1722015961.576388,113,7,4,1,1931185666,1722015961.56643,36,4,4,113,7,1722015961.576486,100,113,7,3,19,4,1,1722015961.576486,121,1722015961.576388,113,7,4,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.571344,112,17,4,0,1722015961.571344,112,17,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,55,1722015961.5717463,1722015961.591477,1722015961.591439,128,56,1722015961.591436,128,1722015961.591429,131,1931185666,1722015961.591429,95,4,6,114,17,1722015961.591429,100,114,17,3,19,6,1,1722015961.591428,121,1722015961.591331,114,17,6,1,1931185666,1722015961.581458,36,4,6,114,17,1722015961.591429,100,114,17,3,19,6,1,1722015961.591428,121,1722015961.591331,114,17,6,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.586354,114,7,6,0,1722015961.586354,114,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,56,1722015961.5918796,1722015961.6115487,1722015961.61147,128,57,1722015961.611465,128,1722015961.611457,131,1931185666,1722015961.611456,95,4,7,116,17,1722015961.611456,100,116,17,8,19,7,0,1722015961.611455,121,1722015961.611333,116,17,7,0,1931185666,1722015961.606455,36,4,7,116,17,1722015961.611456,100,116,17,8,19,7,0,1722015961.611455,121,1722015961.611333,116,17,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,57,1722015961.6120148,1722015961.6366,1722015961.636511,128,58,1722015961.636506,128,1722015961.636496,131,1931185666,1722015961.636495,95,4,10,119,7,1722015961.636494,100,119,7,3,19,10,1,1722015961.636492,121,1722015961.636383,119,7,10,1,1931185666,1722015961.62643,36,4,10,119,7,1722015961.636494,100,119,7,3,19,10,1,1722015961.636492,121,1722015961.636383,119,7,10,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.631292,118,17,10,0,1722015961.631292,118,17,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,58,1722015961.6321511,1722015961.6515245,1722015961.651456,128,59,1722015961.651452,128,1722015961.651443,131,1931185666,1722015961.651443,95,4,12,120,17,1722015961.651443,100,120,17,5,19,12,0,1722015961.65144,121,1722015961.651331,120,17,12,0,1931185666,1722015961.646448,36,4,12,120,17,1722015961.651443,100,120,17,5,19,12,0,1722015961.65144,121,1722015961.651331,120,17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,59,1722015961.6522894,1722015961.6665149,1722015961.66646,128,60,1722015961.666456,128,1722015961.666449,131,1931185666,1722015961.666449,95,4,14,122,7,1722015961.666448,100,122,7,4,19,14,0,1722015961.666448,121,1722015961.666343,122,7,14,0,1931185666,1722015961.661429,36,4,14,122,7,1722015961.666448,100,122,7,4,19,14,0,1722015961.666448,121,1722015961.666343,122,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,60,1722015961.6724327,1722015961.6915157,1722015961.691476,128,61,1722015961.691473,128,1722015961.691467,131,1931185666,1722015961.691466,95,4,0,124,17,1722015961.691466,100,124,17,6,19,0,0,1722015961.691465,121,1722015961.691353,124,17,0,0,1931185666,1722015961.686387,36,4,0,124,17,1722015961.691466,100,124,17,6,19,0,0,1722015961.691465,121,1722015961.691353,124,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,61,1722015961.6925762,1722015961.7165494,1722015961.716499,128,62,1722015961.716495,128,1722015961.716489,131,1931185666,1722015961.716489,95,4,2,127,7,1722015961.716488,100,127,7,3,19,2,1,1722015961.716487,121,1722015961.716382,127,7,2,1,1931185666,1722015961.706446,36,4,2,127,7,1722015961.716488,100,127,7,3,19,2,1,1722015961.716487,121,1722015961.716382,127,7,2,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.71134,126,17,2,0,1722015961.71134,126,17,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,62,1722015961.711655,1722015961.736529,1722015961.736474,128,63,1722015961.736468,128,1722015961.736461,131,1931185666,1722015961.736461,95,4,4,129,7,1722015961.73646,100,129,7,3,19,4,1,1722015961.73646,121,1722015961.736358,129,7,4,1,1931185666,1722015961.726434,36,4,4,129,7,1722015961.73646,100,129,7,3,19,4,1,1722015961.73646,121,1722015961.736358,129,7,4,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.73132,128,17,4,0,1722015961.73132,128,17,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,63,1722015961.7317932,1722015961.7514484,1722015961.751406,128,64,1722015961.751404,128,1722015961.751398,131,1931185666,1722015961.751398,95,4,6,130,17,1722015961.751397,100,130,17,3,19,6,1,1722015961.751396,121,1722015961.751296,130,17,6,1,1931185666,1722015961.741401,36,4,6,130,17,1722015961.751397,100,130,17,3,19,6,1,1722015961.751396,121,1722015961.751296,130,17,6,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.746318,130,7,6,0,1722015961.746318,130,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,64,1722015961.7519228,1722015961.771486,1722015961.771446,128,65,1722015961.771444,128,1722015961.771439,131,1931185666,1722015961.771439,95,4,7,132,17,1722015961.771438,100,132,17,3,19,7,1,1722015961.771438,121,1722015961.771347,132,17,7,1,1931185666,1722015961.761384,36,4,7,132,17,1722015961.771438,100,132,17,3,19,7,1,1722015961.771438,121,1722015961.771347,132,17,7,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.766309,132,7,7,0,1722015961.766309,132,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,65,1722015961.7720554,1722015961.7965255,1722015961.796481,128,66,1722015961.796479,128,1722015961.796473,131,1931185666,1722015961.796473,95,4,10,135,7,1722015961.796472,100,135,7,3,19,10,1,1722015961.79647,121,1722015961.796377,135,7,10,1,1931185666,1722015961.786427,36,4,10,135,7,1722015961.796472,100,135,7,3,19,10,1,1722015961.79647,121,1722015961.796377,135,7,10,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.791336,134,17,10,0,1722015961.791336,134,17,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,66,1722015961.7921872,1722015961.8165007,1722015961.816463,128,67,1722015961.81646,128,1722015961.816454,131,1931185666,1722015961.816454,95,4,12,137,7,1722015961.816454,100,137,7,3,19,12,1,1722015961.816453,121,1722015961.816366,137,7,12,1,1931185666,1722015961.806409,36,4,12,137,7,1722015961.816454,100,137,7,3,19,12,1,1722015961.816453,121,1722015961.816366,137,7,12,1,,,,,,,,,,,,,,,,,,,,,,,1722015961.811323,136,17,12,0,1722015961.811323,136,17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,67,1722015961.8123178,1722015961.8264534,1722015961.826416,128,68,1722015961.826413,128,1722015961.826407,131,1931185666,1722015961.826407,95,4,14,138,7,1722015961.826407,100,138,7,5,18,14,0,1722015961.826406,121,1722015961.82633,138,7,14,0,1931185666,1722015961.821406,36,4,14,138,7,1722015961.826407,100,138,7,5,18,14,0,1722015961.826406,121,1722015961.82633,138,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,68,1722015961.8324502,1722015961.851499,1722015961.851458,128,69,1722015961.851454,128,1722015961.851447,131,1931185666,1722015961.851447,95,4,0,140,17,1722015961.851447,100,140,17,6,18,0,0,1722015961.851446,121,1722015961.851359,140,17,0,0,1931185666,1722015961.84636,36,4,0,140,17,1722015961.851447,100,140,17,6,18,0,0,1722015961.851446,121,1722015961.851359,140,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
